,bounding_boxes
266158,"[[852, 872, 13592, 10308]]"
266159,"[[3187, 2685, 4600, 2817]]"
266160,"[[5156, 3175, 9459, 7066]]"
266161,"[[4665, 3218, 1054, 2186]]"
266162,"[[4658, 3213, 1052, 2183]]"
266163,"[[4658, 3213, 1052, 2183]]"
266164,"[[3140, 3848, 3356, 2133]]"
266166,"[[664, 72, 8045, 6700]]"
265961,"[[4735, 3592, 3321, 1299]]"
266870,"[[1577, 654, 2495, 3597]]"
266868,"[[2490, 1032, 3943, 5681]]"
266472,"[[1037, 2044, 7168, 1902]]"
266471,"[[1071, 2111, 7406, 1965]]"
266470,"[[1095, 2157, 7567, 2008]]"
266469,"[[1560, 3076, 10788, 2862]]"
266468,"[[2297, 898, 5414, 3203]]"
266467,"[[2713, 1059, 6394, 3784]]"
266473,"[[3170, 2545, 2126, 3674]]"
266466,"[[3507, 1370, 8266, 4891]]"
266464,"[[3756, 1467, 8853, 5238]]"
266463,"[[4404, 1721, 10379, 6142]]"
266462,"[[3600, 1406, 8481, 5018]]"
266461,"[[2242, 876, 5282, 3125]]"
266460,"[[2630, 1027, 6199, 3669]]"
266459,"[[3962, 1548, 9334, 5523]]"
266465,"[[3561, 1392, 8392, 4967]]"
266474,"[[3593, 2884, 2410, 4164]]"
266475,"[[2753, 2211, 1846, 3191]]"
266476,"[[2844, 2284, 1909, 3299]]"
266491,"[[894, 3378, 5140, 1231]]"
266490,"[[1152, 4352, 6619, 1585]]"
266489,"[[840, 3176, 4833, 1158]]"
266488,"[[3213, 3972, 3521, 1550]]"
266487,"[[3207, 3965, 3513, 1547]]"
266486,"[[3695, 2053, 1970, 4652]]"
266485,"[[3394, 2698, 6936, 2371]]"
266484,"[[2610, 2075, 5333, 1822]]"
266483,"[[3472, 2762, 7097, 2425]]"
266482,"[[1271, 61, 7802, 7947]]"
266481,"[[1294, 63, 7944, 8090]]"
266480,"[[1249, 61, 7671, 7811]]"
266479,"[[1288, 62, 7913, 8058]]"
266478,"[[1121, 54, 6887, 7014]]"
266477,"[[1758, 1019, 4418, 4420]]"
266458,"[[2677, 3350, 3555, 5194]]"
266457,"[[6836, 4786, 2593, 3111]]"
266456,"[[4456, 3119, 1690, 2029]]"
266455,"[[3145, 4149, 3426, 2930]]"
266435,"[[4242, 3029, 2058, 3947]]"
266434,"[[4108, 2933, 1993, 3821]]"
266433,"[[4395, 3139, 2132, 4088]]"
266432,"[[3082, 2813, 3293, 938]]"
266431,"[[2236, 4683, 5936, 2044]]"
266430,"[[4280, 2949, 580, 3080]]"
266429,"[[6224, 4288, 844, 4480]]"
266428,"[[7058, 4861, 956, 5079]]"
266427,"[[3457, 3193, 2594, 3264]]"
266426,"[[3454, 3364, 3409, 4071]]"
266425,"[[3482, 3392, 3437, 4104]]"
266424,"[[7684, 6726, 1027, 4350]]"
266423,"[[7380, 6459, 985, 4177]]"
266422,"[[4353, 3809, 581, 2464]]"
266421,"[[4422, 3871, 591, 2504]]"
266436,"[[1716, 376, 3600, 5686]]"
266492,"[[788, 2976, 4530, 1084]]"
266437,"[[2233, 488, 4688, 7405]]"
266439,"[[2246, 491, 4716, 7450]]"
266454,"[[2882, 3803, 3141, 2688]]"
266453,"[[1231, 2217, 7030, 3148]]"
266452,"[[1140, 2055, 6516, 2918]]"
266451,"[[1265, 2279, 7225, 3236]]"
266450,"[[1353, 2439, 7729, 3462]]"
266449,"[[1197, 2159, 6847, 3066]]"
266448,"[[5921, 207, 3032, 11947]]"
266447,"[[2999, 105, 1535, 6049]]"
266446,"[[4833, 168, 2473, 9750]]"
266445,"[[3944, 138, 2018, 7957]]"
266444,"[[3022, 105, 1548, 6099]]"
266443,"[[3960, 138, 2026, 7989]]"
266442,"[[4003, 139, 2048, 8077]]"
266441,"[[3012, 3791, 3251, 1367]]"
266440,"[[2105, 460, 4417, 6977]]"
266438,"[[2237, 489, 4697, 7418]]"
266420,"[[4783, 4186, 639, 2708]]"
266493,"[[793, 2992, 4551, 1090]]"
266495,"[[856, 3236, 4924, 1180]]"
266547,"[[2788, 1687, 7419, 9861]]"
266546,"[[1880, 1137, 5001, 6645]]"
266545,"[[3906, 2743, 2049, 3408]]"
266544,"[[3992, 2803, 2094, 3485]]"
266543,"[[5717, 4015, 3000, 4989]]"
266542,"[[1774, 2892, 6994, 4727]]"
266548,"[[1261, 762, 3353, 4458]]"
266541,"[[2663, 4342, 10498, 7095]]"
266539,"[[2871, 4683, 11321, 7649]]"
266538,"[[1730, 2822, 6825, 4612]]"
266537,"[[2667, 3787, 10221, 4150]]"
266536,"[[3455, 3302, 2834, 2968]]"
266535,"[[2020, 608, 7382, 5939]]"
266534,"[[1678, 506, 6139, 4937]]"
266540,"[[1899, 3096, 7485, 5059]]"
266549,"[[1842, 1114, 4903, 6515]]"
266550,"[[4400, 1855, 2356, 3415]]"
266551,"[[4453, 5484, 3246, 2896]]"
266566,"[[1269, 1321, 2942, 2610]]"
266565,"[[3704, 2615, 5294, 636]]"
266564,"[[3012, 2127, 4307, 517]]"
266563,"[[3356, 2369, 4799, 577]]"
266562,"[[3896, 3672, 3204, 953]]"
266561,"[[119, 574, 14128, 11614]]"
266560,"[[2184, 2745, 5539, 4419]]"
266559,"[[2310, 2903, 5856, 4671]]"
266558,"[[5326, 4245, 465, 3286]]"
266557,"[[4972, 3962, 434, 3067]]"
266556,"[[3452, 2190, 3616, 4986]]"
266555,"[[39, 3636, 6056, 3015]]"
266554,"[[3013, 3710, 2196, 1960]]"
266553,"[[2783, 3428, 2028, 1809]]"
266552,"[[4311, 5309, 3142, 2803]]"
266533,"[[1965, 591, 7182, 5779]]"
266532,"[[1883, 567, 6885, 5539]]"
266531,"[[1875, 565, 6855, 5514]]"
266530,"[[1936, 584, 7081, 5696]]"
266510,"[[3919, 4102, 2154, 1283]]"
266509,"[[273, 3802, 7917, 3353]]"
266508,"[[295, 4120, 8577, 3634]]"
266507,"[[4654, 1422, 4287, 8002]]"
266506,"[[2903, 888, 2675, 4993]]"
266505,"[[4281, 1307, 3943, 7359]]"
266504,"[[3076, 940, 2833, 5290]]"
266503,"[[3214, 981, 2959, 5525]]"
266502,"[[2760, 1746, 2963, 4329]]"
266501,"[[2952, 1836, 2656, 4123]]"
266500,"[[3084, 1950, 3310, 4836]]"
266499,"[[4360, 2711, 3922, 6088]]"
266498,"[[3105, 1930, 2792, 4335]]"
266497,"[[2948, 1832, 2651, 4114]]"
266496,"[[907, 3426, 5211, 1248]]"
266511,"[[3888, 4070, 2138, 1273]]"
266494,"[[810, 3063, 4660, 1115]]"
266512,"[[3940, 3387, 2059, 2005]]"
266514,"[[2575, 1268, 3168, 5051]]"
266529,"[[2020, 608, 7382, 5939]]"
266528,"[[2168, 23, 5737, 6298]]"
266527,"[[1914, 20, 5066, 5560]]"
266526,"[[3620, 3298, 2280, 2012]]"
266525,"[[3856, 3513, 2429, 2143]]"
266524,"[[3712, 3382, 2339, 2062]]"
266523,"[[3726, 3396, 2348, 2070]]"
266522,"[[3726, 3396, 2348, 2070]]"
266521,"[[2660, 509, 4604, 7353]]"
266520,"[[3671, 2876, 969, 1811]]"
266519,"[[2850, 1404, 3509, 5593]]"
266518,"[[4013, 1976, 4942, 7876]]"
266517,"[[2735, 1348, 3368, 5367]]"
266516,"[[2696, 1328, 3318, 5288]]"
266515,"[[2514, 1237, 3095, 4932]]"
266513,"[[5813, 4997, 3038, 2960]]"
266419,"[[2993, 199, 3734, 6899]]"
266418,"[[3278, 218, 4089, 7556]]"
266417,"[[6416, 6501, 2593, 2614]]"
266321,"[[3683, 2490, 1924, 1515]]"
266320,"[[3449, 2333, 1802, 1419]]"
266319,"[[2232, 3454, 2912, 864]]"
266318,"[[3772, 5839, 4921, 1459]]"
266317,"[[512, 605, 8237, 3522]]"
266316,"[[840, 994, 13531, 5785]]"
266322,"[[3040, 3971, 3022, 585]]"
266315,"[[544, 643, 8743, 3739]]"
266313,"[[1685, 4204, 3173, 781]]"
266312,"[[5759, 1404, 4884, 12061]]"
266311,"[[3810, 929, 3233, 7983]]"
266310,"[[3412, 832, 2894, 7147]]"
266309,"[[3365, 1159, 6979, 11527]]"
266308,"[[2661, 917, 5520, 9118]]"
266314,"[[836, 988, 13453, 5751]]"
266323,"[[4079, 4808, 2785, 689]]"
266324,"[[2601, 2950, 2932, 1909]]"
266325,"[[4554, 3279, 351, 2331]]"
266340,"[[1029, 4503, 10309, 2677]]"
266339,"[[1046, 4576, 10476, 2720]]"
266338,"[[702, 3067, 7021, 1823]]"
266337,"[[810, 3546, 8117, 2107]]"
266336,"[[669, 2924, 6694, 1739]]"
266335,"[[5325, 4934, 5313, 1773]]"
266334,"[[3508, 3251, 3501, 1169]]"
266333,"[[4662, 4321, 4651, 1553]]"
266332,"[[3400, 3150, 3393, 1132]]"
266331,"[[3523, 3266, 3516, 1173]]"
266330,"[[5142, 4766, 5131, 1712]]"
266329,"[[3516, 3258, 3508, 1171]]"
266328,"[[3516, 3258, 3508, 1171]]"
266327,"[[2400, 2225, 2396, 800]]"
266326,"[[4100, 3741, 1780, 2089]]"
266307,"[[3470, 3513, 2973, 2145]]"
266306,"[[3209, 3247, 2747, 1984]]"
266305,"[[3478, 3519, 2978, 2151]]"
266304,"[[3670, 3714, 3143, 2270]]"
266284,"[[6094, 2599, 3119, 8781]]"
266283,"[[6603, 2815, 3380, 9515]]"
266282,"[[3840, 1637, 1965, 5535]]"
266281,"[[5206, 4177, 3814, 6576]]"
266280,"[[3177, 2550, 2327, 4012]]"
266279,"[[3644, 2923, 2670, 4603]]"
266278,"[[3461, 2777, 2536, 4372]]"
266277,"[[3642, 4429, 2942, 2442]]"
266276,"[[3665, 4459, 2961, 2456]]"
266275,"[[519, 50, 9274, 8684]]"
266274,"[[449, 43, 8015, 7505]]"
266273,"[[547, 52, 9743, 9124]]"
266272,"[[447, 43, 7988, 7480]]"
266271,"[[549, 52, 9784, 9162]]"
266270,"[[438, 42, 7812, 7314]]"
266285,"[[4551, 6057, 5735, 1509]]"
266341,"[[664, 2909, 6659, 1729]]"
266286,"[[5339, 5238, 1774, 2632]]"
266288,"[[3810, 3200, 6220, 6887]]"
266303,"[[4977, 5037, 4262, 3076]]"
266302,"[[2542, 2572, 2178, 1571]]"
266301,"[[3448, 3490, 2953, 2133]]"
266300,"[[3470, 3513, 2973, 2145]]"
266299,"[[3820, 4012, 2131, 2919]]"
266298,"[[5642, 3583, 2317, 8965]]"
266297,"[[5009, 3181, 2058, 7959]]"
266296,"[[3319, 2109, 1363, 5274]]"
266295,"[[3862, 2451, 1586, 6133]]"
266294,"[[3279, 2084, 1348, 5211]]"
266293,"[[3933, 2498, 1616, 6248]]"
266292,"[[3378, 2145, 1387, 5367]]"
266291,"[[3134, 4480, 2213, 287]]"
266290,"[[3418, 4885, 2414, 312]]"
266289,"[[3312, 2782, 5407, 5985]]"
266287,"[[3585, 3515, 1190, 1768]]"
266342,"[[1049, 4591, 10507, 2727]]"
266343,"[[819, 3584, 8202, 2130]]"
266344,"[[2093, 96, 3997, 6259]]"
266397,"[[939, 3901, 8320, 5658]]"
266396,"[[722, 3005, 6410, 4358]]"
266395,"[[707, 2941, 6277, 4268]]"
266394,"[[99, 848, 5463, 5681]]"
266393,"[[165, 1426, 9194, 9560]]"
266392,"[[2614, 1595, 4270, 4849]]"
266391,"[[2670, 1629, 4360, 4950]]"
266390,"[[2905, 1773, 4744, 5387]]"
266389,"[[2430, 1484, 3969, 4507]]"
266388,"[[3535, 2157, 5771, 6555]]"
266387,"[[3729, 3259, 1880, 1225]]"
266386,"[[4379, 1561, 1282, 4334]]"
266385,"[[1277, 1417, 6493, 4794]]"
266384,"[[1342, 1491, 6830, 5042]]"
266383,"[[3063, 568, 3106, 5542]]"
266398,"[[653, 2714, 5791, 3938]]"
266382,"[[3121, 579, 3165, 5646]]"
266399,"[[725, 3017, 6436, 4376]]"
266401,"[[973, 4043, 8627, 5867]]"
266416,"[[3530, 3578, 1426, 1438]]"
266415,"[[5893, 7205, 4048, 379]]"
266414,"[[2937, 3591, 2017, 188]]"
266413,"[[4020, 4915, 2761, 259]]"
266412,"[[2725, 2315, 3930, 2932]]"
266411,"[[3061, 2600, 4414, 3294]]"
266410,"[[3122, 2653, 4502, 3359]]"
266409,"[[4281, 3637, 6172, 4606]]"
266408,"[[2955, 2510, 4262, 3179]]"
266407,"[[968, 2959, 9081, 5306]]"
266406,"[[901, 2748, 8437, 4930]]"
266405,"[[2839, 3971, 3305, 1320]]"
266404,"[[3721, 2867, 1580, 2499]]"
266403,"[[956, 3970, 8470, 5760]]"
266402,"[[722, 3000, 6400, 4351]]"
266400,"[[920, 3824, 8158, 5546]]"
266567,"[[3573, 3722, 8292, 7353]]"
266381,"[[3477, 3399, 2041, 2108]]"
266379,"[[4094, 4472, 1512, 829]]"
266359,"[[1267, 3035, 6629, 3741]]"
266358,"[[1696, 4061, 8869, 5005]]"
266357,"[[1243, 2978, 6503, 3670]]"
266356,"[[1035, 2478, 5411, 3055]]"
266355,"[[1251, 2996, 6544, 3694]]"
266354,"[[1146, 2747, 6000, 3386]]"
266353,"[[1270, 3041, 6642, 3749]]"
266352,"[[1458, 3492, 7623, 4304]]"
266351,"[[1399, 3352, 7319, 4130]]"
266350,"[[922, 2208, 4821, 2722]]"
266349,"[[5497, 6145, 3338, 1615]]"
266348,"[[2090, 96, 3989, 6250]]"
266347,"[[2532, 115, 4835, 7573]]"
266346,"[[2093, 96, 3997, 6259]]"
266345,"[[4046, 184, 7726, 12101]]"
266360,"[[3569, 2882, 2028, 2458]]"
266380,"[[3739, 4084, 1381, 758]]"
266361,"[[1669, 2817, 7361, 3375]]"
266363,"[[1883, 3175, 8302, 3807]]"
266378,"[[4192, 4579, 1550, 850]]"
266377,"[[3571, 3902, 1319, 723]]"
266376,"[[4022, 4393, 1485, 814]]"
266375,"[[4134, 4515, 1527, 838]]"
266374,"[[4337, 4199, 1520, 1533]]"
266373,"[[1930, 2689, 4444, 4026]]"
266372,"[[1714, 2388, 3946, 3575]]"
266371,"[[3646, 4316, 2539, 348]]"
266370,"[[4045, 4786, 2815, 387]]"
266369,"[[3290, 2904, 3640, 2772]]"
266368,"[[3271, 2886, 3619, 2755]]"
266367,"[[3162, 1092, 2651, 3663]]"
266366,"[[3462, 1196, 2902, 4010]]"
266365,"[[3484, 1203, 2919, 4034]]"
266364,"[[3761, 3955, 2087, 2516]]"
266362,"[[1891, 3190, 8338, 3824]]"
266869,"[[2730, 1132, 4324, 6230]]"
266568,"[[2967, 3089, 6883, 6103]]"
266570,"[[1710, 1781, 3968, 3518]]"
266773,"[[3380, 2578, 1474, 3484]]"
266772,"[[864, 1654, 6537, 2558]]"
266771,"[[853, 1632, 6455, 2526]]"
266770,"[[1124, 2154, 8514, 3331]]"
266769,"[[3800, 3008, 1573, 3344]]"
266768,"[[1078, 438, 9163, 7808]]"
266774,"[[5474, 2898, 2690, 5916]]"
266767,"[[1008, 409, 8563, 7296]]"
266765,"[[4724, 5007, 5258, 4544]]"
266764,"[[3370, 3574, 3754, 3243]]"
266763,"[[3595, 3812, 4003, 3459]]"
266762,"[[5325, 5644, 5929, 5123]]"
266761,"[[2732, 2799, 3302, 2182]]"
266760,"[[2803, 2872, 3389, 2240]]"
266766,"[[3190, 3382, 3553, 3070]]"
266775,"[[5275, 2792, 2592, 5702]]"
266776,"[[3918, 2074, 1924, 4234]]"
266777,"[[5771, 3055, 2834, 6237]]"
266792,"[[2343, 365, 3487, 4265]]"
266791,"[[2861, 447, 4258, 5207]]"
266790,"[[2878, 450, 4284, 5239]]"
266789,"[[3384, 2952, 3905, 3960]]"
266788,"[[3372, 2941, 3889, 3945]]"
266787,"[[3372, 2941, 3889, 3945]]"
266786,"[[3226, 2812, 3720, 3774]]"
266785,"[[3613, 3534, 976, 963]]"
266784,"[[4050, 3961, 1094, 1081]]"
266783,"[[6111, 5085, 2043, 3129]]"
266782,"[[5486, 4563, 1833, 2809]]"
266781,"[[4004, 2119, 1967, 4328]]"
266780,"[[5887, 3117, 2891, 6362]]"
266779,"[[6029, 3191, 2962, 6516]]"
266778,"[[5431, 2874, 2667, 5870]]"
266759,"[[2890, 5373, 7830, 4001]]"
266758,"[[1800, 3349, 4878, 2492]]"
266757,"[[1775, 3303, 4812, 2458]]"
266756,"[[3558, 2714, 2601, 2992]]"
266736,"[[2250, 1834, 7008, 6239]]"
266735,"[[3572, 1616, 2545, 2751]]"
266734,"[[3590, 1625, 2558, 2765]]"
266733,"[[3967, 3831, 1237, 2433]]"
266732,"[[3804, 3857, 2466, 2360]]"
266731,"[[3319, 3366, 2152, 2058]]"
266730,"[[1008, 1582, 5826, 5809]]"
266729,"[[1097, 1721, 6337, 6318]]"
266728,"[[923, 1449, 5334, 5318]]"
266727,"[[3788, 2342, 660, 3666]]"
266726,"[[6103, 3775, 1066, 5907]]"
266725,"[[4309, 2665, 753, 4170]]"
266724,"[[6389, 3953, 1116, 6182]]"
266723,"[[4196, 2595, 731, 4060]]"
266722,"[[3974, 2457, 694, 3846]]"
266737,"[[2192, 1786, 6827, 6079]]"
266793,"[[5620, 4211, 6847, 5221]]"
266738,"[[2354, 1918, 7331, 6527]]"
266740,"[[697, 2802, 13937, 5659]]"
266755,"[[3445, 2627, 2519, 2896]]"
266754,"[[3318, 2532, 2428, 2792]]"
266753,"[[3509, 2677, 2567, 2952]]"
266752,"[[904, 2630, 8800, 5061]]"
266751,"[[908, 2639, 8833, 5080]]"
266750,"[[929, 2699, 9028, 5193]]"
266749,"[[886, 2576, 8615, 4956]]"
266748,"[[862, 2509, 8392, 4826]]"
266747,"[[3251, 4246, 3216, 1213]]"
266746,"[[254, 828, 7991, 2828]]"
266745,"[[255, 831, 8022, 2838]]"
266744,"[[412, 1344, 12963, 4587]]"
266743,"[[279, 909, 8765, 3101]]"
266742,"[[375, 1227, 11835, 4187]]"
266741,"[[614, 2467, 12268, 4981]]"
266739,"[[701, 2820, 14029, 5697]]"
266721,"[[2948, 2479, 3397, 4727]]"
266794,"[[3609, 2705, 4398, 3354]]"
266796,"[[3377, 2530, 4113, 3137]]"
266848,"[[4501, 3474, 2256, 2166]]"
266847,"[[3643, 2812, 1826, 1753]]"
266846,"[[5484, 4232, 2749, 2639]]"
266845,"[[3924, 3029, 1967, 1887]]"
266844,"[[3812, 2942, 1909, 1834]]"
266843,"[[3471, 2679, 1739, 1669]]"
266849,"[[4043, 3120, 2025, 1946]]"
266842,"[[5538, 343, 3031, 11078]]"
266840,"[[3560, 4059, 4077, 906]]"
266839,"[[2641, 1750, 3538, 6114]]"
266838,"[[4155, 2754, 5566, 9618]]"
266837,"[[2173, 1440, 2909, 5029]]"
266836,"[[4233, 3140, 1711, 3995]]"
266835,"[[2875, 1791, 3375, 3335]]"
266841,"[[3413, 3891, 3908, 870]]"
266850,"[[5197, 4012, 2604, 2500]]"
266851,"[[4941, 2114, 3207, 7392]]"
266852,"[[6012, 4743, 998, 3276]]"
266867,"[[2536, 1050, 4014, 5785]]"
266866,"[[2435, 1009, 3853, 5554]]"
266865,"[[2615, 1084, 4138, 5964]]"
266864,"[[3638, 1508, 5760, 8300]]"
266863,"[[5531, 4954, 2284, 2723]]"
266862,"[[3874, 3470, 1600, 1906]]"
266861,"[[5040, 4514, 2080, 2480]]"
266860,"[[3791, 3135, 1955, 2876]]"
266859,"[[3805, 3146, 1963, 2887]]"
266858,"[[3115, 1674, 4266, 4552]]"
266857,"[[3147, 1689, 4307, 4596]]"
266856,"[[2709, 1455, 3709, 3959]]"
266855,"[[3502, 3125, 6053, 2289]]"
266854,"[[2299, 2051, 3974, 1504]]"
266853,"[[20, 1504, 8502, 5569]]"
266834,"[[3465, 3888, 7362, 5548]]"
266833,"[[2503, 2811, 5320, 4009]]"
266832,"[[4309, 1353, 751, 5279]]"
266831,"[[4105, 1289, 716, 5029]]"
266811,"[[2766, 1422, 6235, 5045]]"
266810,"[[3094, 1589, 6975, 5644]]"
266809,"[[2499, 1284, 5630, 4555]]"
266808,"[[2583, 1326, 5822, 4710]]"
266807,"[[1500, 776, 5085, 7025]]"
266806,"[[624, 138, 5902, 7094]]"
266805,"[[610, 135, 5780, 6949]]"
266804,"[[475, 106, 4505, 5413]]"
266803,"[[749, 166, 7081, 8513]]"
266802,"[[635, 142, 6008, 7221]]"
266801,"[[1522, 786, 5159, 7126]]"
266800,"[[614, 137, 5819, 6995]]"
266799,"[[532, 2362, 6711, 2929]]"
266798,"[[845, 3752, 10664, 4654]]"
266797,"[[2959, 2217, 3605, 2750]]"
266812,"[[2612, 1341, 5884, 4762]]"
266795,"[[3306, 2477, 4026, 3070]]"
266813,"[[1059, 1508, 3026, 918]]"
266815,"[[1062, 1545, 8664, 4008]]"
266830,"[[4425, 1390, 770, 5419]]"
266829,"[[4039, 1141, 854, 5284]]"
266828,"[[3790, 1071, 801, 4959]]"
266827,"[[4332, 1224, 916, 5668]]"
266826,"[[4169, 4208, 1124, 2704]]"
266825,"[[6374, 6145, 6898, 1820]]"
266824,"[[4550, 3784, 678, 2506]]"
266823,"[[1662, 2415, 13545, 6266]]"
266822,"[[1070, 1556, 8726, 4036]]"
266821,"[[1081, 1571, 8818, 4079]]"
266820,"[[1028, 1494, 8386, 3880]]"
266819,"[[1062, 1545, 8664, 4008]]"
266818,"[[868, 1261, 7076, 3273]]"
266817,"[[1074, 1559, 8747, 4047]]"
266816,"[[1055, 1531, 8593, 3976]]"
266814,"[[16, 99, 15000, 10032]]"
266720,"[[2560, 3256, 3922, 2250]]"
266719,"[[3100, 3942, 4750, 2724]]"
266718,"[[3670, 3263, 4408, 4240]]"
266622,"[[2353, 3378, 4315, 2866]]"
266621,"[[1980, 2843, 3632, 2413]]"
266620,"[[1970, 2829, 3613, 2401]]"
266619,"[[1980, 2843, 3632, 2413]]"
266618,"[[3132, 3505, 4265, 2883]]"
266617,"[[3146, 3519, 4283, 2897]]"
266623,"[[1961, 2815, 3595, 2389]]"
266616,"[[2771, 3101, 3772, 2551]]"
266614,"[[3785, 4237, 5154, 3485]]"
266613,"[[2910, 5986, 9731, 3697]]"
266612,"[[1918, 3945, 6414, 2437]]"
266611,"[[1713, 4359, 5499, 4264]]"
266610,"[[4746, 2932, 5164, 11631]]"
266609,"[[3227, 1993, 3509, 7905]]"
266615,"[[2694, 3014, 3667, 2480]]"
266624,"[[2575, 546, 1115, 5361]]"
266625,"[[4082, 865, 1767, 8501]]"
266626,"[[3816, 809, 1651, 7944]]"
266641,"[[1485, 1538, 7708, 4430]]"
266640,"[[1556, 1612, 8077, 4642]]"
266639,"[[1591, 1649, 8265, 4750]]"
266638,"[[4062, 2366, 429, 2539]]"
266637,"[[4483, 2613, 474, 2800]]"
266636,"[[4844, 2822, 511, 3028]]"
266635,"[[2979, 4971, 9325, 5107]]"
266634,"[[3413, 5694, 10681, 5851]]"
266633,"[[2203, 576, 3935, 6050]]"
266632,"[[2202, 577, 3936, 6049]]"
266631,"[[2026, 531, 3620, 5566]]"
266630,"[[2133, 558, 3813, 5862]]"
266629,"[[2219, 581, 3965, 6094]]"
266628,"[[3280, 695, 1419, 6828]]"
266627,"[[3894, 825, 1684, 8107]]"
266608,"[[102, 2088, 9781, 2981]]"
266607,"[[3298, 3471, 2110, 1045]]"
266606,"[[5249, 3172, 3346, 6944]]"
266605,"[[5554, 3356, 3542, 7348]]"
266585,"[[6426, 1712, 2762, 7544]]"
266584,"[[6203, 1652, 2667, 7283]]"
266583,"[[4036, 1075, 1736, 4740]]"
266582,"[[4866, 1296, 2092, 5713]]"
266581,"[[4065, 1083, 1747, 4773]]"
266580,"[[4100, 1093, 1763, 4815]]"
266579,"[[6222, 1657, 2674, 7304]]"
266578,"[[4188, 1115, 1800, 4918]]"
266577,"[[3736, 3789, 2329, 2186]]"
266576,"[[3736, 3789, 2329, 2186]]"
266575,"[[3484, 3532, 2172, 2039]]"
266574,"[[2846, 2964, 6604, 5856]]"
266573,"[[2091, 2177, 4851, 4301]]"
266572,"[[2246, 2339, 5213, 4621]]"
266571,"[[3269, 3405, 7587, 6727]]"
266586,"[[6439, 4578, 4884, 1568]]"
266642,"[[1579, 1637, 8196, 4710]]"
266587,"[[6101, 4338, 4626, 1486]]"
266589,"[[3152, 2957, 2961, 3745]]"
266604,"[[4949, 2990, 3156, 6547]]"
266603,"[[3678, 2223, 2346, 4866]]"
266602,"[[3325, 2010, 2120, 4398]]"
266601,"[[3629, 2194, 2314, 4801]]"
266600,"[[3297, 1992, 2101, 4361]]"
266599,"[[5123, 3095, 3266, 6777]]"
266598,"[[3707, 2239, 2363, 4903]]"
266597,"[[3391, 2049, 2161, 4484]]"
266596,"[[4367, 3672, 2524, 2621]]"
266595,"[[4742, 2014, 7250, 8022]]"
266594,"[[3134, 1332, 4792, 5302]]"
266593,"[[3311, 1406, 5061, 5603]]"
266592,"[[3499, 2363, 4285, 1340]]"
266591,"[[2645, 2481, 2485, 3143]]"
266590,"[[2925, 2743, 2748, 3476]]"
266588,"[[7029, 4998, 5330, 1712]]"
266643,"[[2264, 2348, 11759, 6757]]"
266644,"[[2321, 2407, 12053, 6926]]"
266645,"[[2244, 2326, 11653, 6695]]"
266698,"[[5105, 3269, 2317, 8112]]"
266697,"[[6000, 3843, 2724, 9535]]"
266696,"[[6034, 3865, 2741, 9590]]"
266695,"[[5876, 3765, 2667, 9337]]"
266694,"[[3533, 2263, 1603, 5615]]"
266693,"[[3434, 2200, 1560, 5459]]"
266692,"[[3559, 2279, 1615, 5656]]"
266691,"[[4060, 2601, 1844, 6454]]"
266690,"[[3570, 3910, 2048, 1744]]"
266689,"[[4949, 5418, 2838, 2418]]"
266688,"[[3435, 3762, 1971, 1678]]"
266687,"[[3232, 3466, 2665, 2310]]"
266686,"[[3732, 4000, 3075, 2668]]"
266685,"[[3625, 3885, 2987, 2591]]"
266684,"[[3796, 4070, 3130, 2713]]"
266699,"[[6343, 4064, 2879, 10079]]"
266683,"[[3349, 3590, 2760, 2393]]"
266700,"[[5225, 3346, 2372, 8303]]"
266702,"[[4224, 3238, 1210, 3649]]"
266717,"[[3385, 3009, 4066, 3912]]"
266716,"[[6725, 5026, 3871, 2868]]"
266267,"[[438, 42, 7827, 7329]]"
266714,"[[894, 2407, 6567, 2344]]"
266713,"[[3471, 713, 2097, 5258]]"
266712,"[[3118, 640, 1883, 4723]]"
266711,"[[2788, 573, 1685, 4224]]"
266710,"[[3234, 3743, 2624, 1439]]"
266709,"[[3057, 3536, 2480, 1360]]"
266708,"[[1554, 3084, 6323, 1821]]"
266707,"[[1473, 2928, 6000, 1728]]"
266706,"[[1661, 3297, 6760, 1948]]"
266705,"[[2424, 4812, 9865, 2842]]"
266704,"[[2464, 4896, 10034, 2890]]"
266703,"[[4316, 3308, 1236, 3731]]"
266701,"[[1915, 3475, 4284, 1345]]"
266569,"[[1231, 1282, 2858, 2534]]"
266682,"[[3064, 3880, 3474, 1458]]"
266680,"[[98, 2078, 8667, 4091]]"
266660,"[[1953, 35, 6084, 5892]]"
266659,"[[1332, 25, 4145, 4014]]"
266658,"[[1544, 29, 4805, 4655]]"
266657,"[[1520, 27, 4731, 4582]]"
266656,"[[1533, 28, 4777, 4627]]"
266655,"[[1989, 36, 6193, 5998]]"
266654,"[[1795, 33, 5592, 5415]]"
266653,"[[1683, 31, 5242, 5076]]"
266652,"[[3532, 2973, 2302, 2565]]"
266651,"[[489, 2402, 8032, 2486]]"
266650,"[[525, 2580, 8628, 2672]]"
266649,"[[810, 3971, 13282, 4112]]"
266648,"[[510, 2501, 8364, 2589]]"
266647,"[[2075, 2151, 10776, 6193]]"
266646,"[[2087, 2164, 10836, 6226]]"
266661,"[[2246, 3204, 4928, 3288]]"
266681,"[[2977, 3770, 3374, 1415]]"
